index,asin,helpful,overall,reviewText,reviewTime,reviewerID,reviewerName,summary,unixReviewTime,HelpfulRecords,HasHelpful,weightedRating
900721,B00JQW76PA,"[1, 1]",5,Love IT!!! Great Book and GREAT story....I just want Ben for myself or at least the Gorgeous sexy guy from the book cover ),"06 30, 2014",A2J8WQHKV75MAS,T.Sutton,Love IT!,1404086400,1.0,True,5.0
179638,B00797MO2E,"[0, 0]",5,"Amy did a great job detailing the mechanics of the Proverbs 31 woman, diving into myths and truths about the scripture. She leads in prayer all through the book and offers focus points to encourage the reader to dive deeper in the word. This is an excellent Bible study for a group or for an individual.","07 1, 2012",A2PSE8YPXENTJ1,Lori Ramsey,A wonderful Bible study on Proverbs 31,1341100800,0.0,False,5.0
314515,B009IB8HQG,"[0, 0]",2,"I read it because it was free, but Christian faith and zombies? It was a very weird read. Lots of character jumping. Couldn't quite figure out how (The Dead) actually came about or why. Very little details. And lastly, the ending was quick to end without explaining what happened to the rest of the characters or the results to what happen at the University or neighboring areas. Questions are unanswered.","05 6, 2014",AF1FUSIGTVU1U,Passion1kiss,Dull!!,1399334400,0.0,False,2.0
562124,B00DJUZ742,"[0, 0]",5,This book is very good and entertaining....I'm on to the next !!!! That Doreen is such an evil person I hope she gets hers !,"11 19, 2013",A2U0R04KZZLHAW,Damaris,A tripp,1384819200,0.0,False,5.0
749418,B00H5T6JEK,"[0, 0]",4,"This book was an interesting read. The themes of family and mental illness provided ample territory for this mystery.George was a basically unlikeable character, but as the story progressed the reader begins to understand him a little and develop some sympathy for him.While the underlying crime in this novel was disturbing, thankfully the description wasn't as graphic as it could have been. It kept the novel from being lurid instead of being a psychological thriller as it is described.I will definitely read this author again.  I found it on the Kindle Top 100 free books...so thanks for that.","03 17, 2014",A3IDATM6SC25NU,Sy Lee,A little dark,1395014400,0.0,False,4.0
876583,B00J9YWGTQ,"[0, 0]",5,I stayed up all night reading this! It was so good. I love a good historical romance with a strong female character. Don't miss this one!,"04 6, 2014",A1YWQ9MVNOHN4R,Janet Lessley,great story!!,1396742400,0.0,False,5.0
371733,B00AJS80UK,"[3, 3]",5,"Lou Harper had been heavily recommended to me by many friends I trust, and when I read the blurb I was interested immediately because something told me this story would probably make me laugh. I was right. Since I'm also a giant pet lover with three dogs and two cats of my own, a pet psychic set off the goodwill radar. And, the down on his luck, life has beaten him down guy paired with young, bubbly, and sweet did me in the rest of the way. This book is, in fact, two short stories combined so I felt that I was getting two for the price of one.I fell in love with Leander (Andy) about two seconds into this read. Anyone who says, very offhand, that they don't have any friends, and they seem completely okay with that fact, has me at hello. And the more I read, the harder I fell. I mean, who doesn't like a guy who watches football to root for the underdogs and cheers on guys who don't even have the ball? I tell you, halfway through this book, I just wanted to take Andy home. He is a psychic who finds things, anything that has been lost, pets, keys, cars, people, etc. He also works as a paid audience member on TV shows to fill up seats. Yeah, I know, I thought that was adorable, too. Andy's parents died when he was young, he was raised by his grandma, he reads a lot, and loves herbal teas.Jon is a cynic. An absolute grump. Granted, after what he's been through, it's perfectly understandable. He used to work construction, but an accident that killed his wife and messed up his shoulder left him depressed with nightmares and sleepwalking. He is completely gay, but explaining the marriage and wife would be a spoiler, so you'll have to read the book. Taking a chance, he's going back to school, although his initial thoughts of automotive maintenance or electrical were thrown to the wayside when his advisor saw his drawing skills. Now he's majoring in art with an idea to work in advertisement design.In the first case, when Andy impresses an officer by spot-on describing where a body can be found, the officer lets his uncle, a homicide detective, know. The detective comes a'calling to see if Andy can help identify a woman murdered almost twenty years ago that is a cold case but still bothers the detective that she could never be identified. Unfortunately, there's not much for Andy to go on as the woman was found naked in a motel room with no personal items. Hmm. In the second case, the mystery comes along a lot more insidiously. Jon and Andy run into an old acquaintance of Jon's and his partner while out wandering the neighborhood after a horrible windstorm. In an incredibly roundabout way, Jon and Andy manage to solve a crime that hadn't even been reported, but lost some acquaintances in the process.This was my first foray into a Lou Harper book, but I can guarantee it won't be the last. I loved the writing, the characters were solid and strong, it sort of reminded me of an old detective dime store novel except with gay men, and the mystery stories were excellent. Thank you to all my friends who recommended this read!NOTE: This book was provided by the author for the purpose of a review on Rainbow Book Reviews.","09 10, 2013",AR9RKLQQC2L6K,CCDuke,Loved It!,1378771200,1.0,True,5.0
975731,B00LHXIHB8,"[1, 1]",5,"If this was a tv show I would immediately watch it again!So much packed into one episode, and all of it amazing.Things are getting intense in Silver City and much is going to be revealed.As much as Gerri fights againt her weird side and talents, she knows the value of that small voice in helping her solve crimes.Her human partner she could really do without.Kinsey gets more attention in this episode as she struggles between her desire to deciper the cryptic symbols and translate a lost language and to beware the strange power Simone is trying to influence upon her.And then there is Ray. We learn more about her and her personal struggles in this episode but I know there is lots more to come.When Dr. Panther visits her family on the reservation things get dark and dangerous. She calls out to all 3 of the main characters. We will see what becomes of that.I did receive a copy of this episode in exchange for my honest opinion.As I stated above, I will be reading it again to hold me over until the next episode.","07 8, 2014",A18F9XLJ0UQF0E,DogsMom,A Fully Loaded Episode,1404777600,1.0,True,5.0
910022,B00JY0AEDK,"[0, 1]",3,"Ok, this book is not for people who are really bothered by grammatical errors and changing dialogue. I think part of the problem lays with the fact that the story takes place in Louisiana, and yet, the characters wind up speaking in a British cockney dialect. I can understand why baby blue speaks this way, it is explained she came to America when she was 14. However, this doesn't explain why Dante Inferno Page speaks the way he does. Also there many misused words: there/their, sort out/sought out, and countless others.Here's why I do recommend this book, I do like the characters, especially Dante. It does have a good biker feel to it. The plot twists interested me. I do want to know what happens with the other characters in future stories. I especially want to see the conflict discussed in the epilogue felt with in Linc's book. It is my hope the author seeks out a professional editor if she generates some revenue this book could be 're-edited and published again and it would easily be a five star book.","05 3, 2014",A1POHHS62AWZCC,Turtlex,"Have patience, the story is worth it.",1399075200,0.0,True,3.0
290549,B0092WQ7BS,"[1, 1]",5,"I rather enjoyed how Ms. Conn' s lady characters were not simpering females, but had brains. I look forward to reading more from her.","10 13, 2013",A39RTYNKU66J8G,By Bonnie Lamer,Wildfire Kiss by Claudy Conn,1381622400,1.0,True,5.0
553871,B00DF6YPD4,"[0, 0]",4,"Deutsche Don Juan does a great job with this book. Awesome photos and facts definitely worth reading. Read it, you'll like it!:)","07 31, 2013",A37LY77Q2YPJVL,Cathy Wilson,Colorful And Informational!!,1375228800,0.0,False,4.0
331280,B009TVWQPI,"[0, 0]",5,"This is one very hot, erotic, and very short story. Simone met a special friend on Twitter. They eventually graduated to hot phone sex. She loved it and fantasized about meeting him in real life. One of the bands that the both liked was going to be performing at a place that was half way between where they lived. So they made arrangements to meet for the concert. I can't tell anymore without giving u the rest of the story... other than to say...WOW! super hot!","08 17, 2013",A1S6E95PL8PML2,bettysunflower,"Super short, but well writtena and super sexy!!",1376697600,0.0,False,5.0
933239,B00KDK0UBG,"[1, 2]",5,I couldn't believe the ending!  I suspected it during the last chapter.  Is it going to be the end of Jessica's job?  Nathan definitely is in some mighty hot water.  This series is another must read from Deborah Bladon.  Wow!  She is an awesome author.  Can't wait to get into book 2.,"07 1, 2014",A1CA2Q7EENTBBJ,carol saska,Very interesting development,1404172800,0.5,True,5.0
933311,B00KDK0UBG,"[1, 1]",5,Oh this is steamy and hot but Nathan the playing is in for a surprise if I must say and Jessica I can feel her her break.....,"06 24, 2014",A2A9LNYCPINP94,Tamara D. Doolittle,Great..............a must read,1403568000,1.0,True,5.0
117023,B005QSVDZC,"[0, 0]",4,"A good read, kept the interest flowing through the pages, a few years ago the story line would have been deemed as far fetched, this book was written ahead of its time, and now it all rings true, sit back and enjoy this one.","10 30, 2013",A3LKJ5P60UPB63,Vern,Read this one,1383091200,0.0,False,4.0
528967,B00CVWC91I,"[1, 1]",5,I wish I had read this before Rosetta. what a neat bunch of characters. R J is a great writer. I have since bough all of R J other books.,"01 11, 2014",AXR28GB7GVZK5,Reece,This is a great PI,1389398400,1.0,True,5.0
165014,B006XWY424,"[0, 0]",5,"This is my second Ruthie Knox book - and this one did not disappoint either.  I loved the interaction between City and Mary Catherine.  Mary Catherine had so many insecurities about her life up until she met City, that she had very little self respect.  City brought out something in her to want to start believing in something good, but it was hard for Cath to do.  They both fought for their love, as they realized they were better together than apart.","07 12, 2014",A35YL8SQIKL0M8,Susan E. Anderson,A Night To Remember Forever,1405123200,0.0,False,5.0
165015,B006XWY424,"[0, 1]",5,Very few books compel me to write a review so you know this is a good one.  I initially read Ride with me and loved it.  I bought this one and it's even better.  She has a way of making you feel so connected to the characters.  I would love to meet City myself.  Buy it and love it just like I did.,"07 23, 2012",AUS1LKBGFD5RO,Tanya Walker creekgirl01,Love this author,1343001600,0.0,True,5.0
804498,B00I1TLSN0,"[1, 1]",4,"Dark and gritty is the best way to describe this book. While this book is fiction, it's based on actual events. I live in a small town in northern Michigan, so the environment in which Noel and Terrell grow up is quite foreign to me. It's both terrifying and heartbreaking to know that some children really do grow up like these characters do, surrounded by drugs and guns and crime and murder. When my son turned 18, I bought him an iPhone. Terrell's mother gives her son a wallet, $5,000, and a gun. And a hooker.The chapters alternate narration between Noel and Terrell, and each chapter is headed by a line from later in the chapter designed to draw the reader in and make him/her keep reading. It worked if I read the heading, I had to keep reading  because I was curious about the context of the heading sentence. It would have been helpful if the chapters been headed with the name of the narrating character. If I stopped reading at the end of a chapter and went back to the book later, I couldn't always immediately remember which character it was speaking when I picked the book back up.The grammar was rough in places, but this is one of those rare cases where I (mostly) didn't mind, because it fit the tone and style of the book. The story is told in a first person POV, so the language of both the narration and the dialogue has an urban slang feel to it. There's also one spot where a character is mentioned as if the reader should already know who she is, and then is introduced later in the chapter, which was a little disconcerting.That aside, Blinded Thoughts is one of those books that stays in your mind long after you've finished reading it. I was really drawn into these young men's lives. Much like real life, the ending isn't wrapped up and tied off with a pretty little bow, and there isn't a happily ever after. This is not a book for the faint of heart. If it were a movie, it would be rated R. There's swearing, drug use, child abuse, guns, violent crimes up to and including murder, and some sexual situations. This is not an easy book to read, content-wise. (In terms of writing style, however, I flew through it in less than a day).  It is, however, a sad and tragic tale of how people's environments affect not just the choices they make (and the consequences of those choices), but also how it shapes the people they grow up to become.","07 17, 2014",A29NNYBMVN3DDB,Tara Carlson,Dark and Gritty,1405555200,1.0,True,4.0
673469,B00FLKZG3A,"[0, 0]",4,"I really wish I could give full stars for this book because I loved the story. I loved Lauren and Gabe and really felt I got to know them and was rooting for them to overcome all their problems.Sadly I had to drop a star because the editing was appalling.If you can get past bad editing, then this is a very good story and well worth a read.","05 4, 2014",A3RKUFRYTO0VZS,Lewlin,let down by poor editing,1399161600,0.0,False,4.0
200255,B007P7ZW6S,"[0, 0]",5,I absolutely adore all of the Bluegrass Series and Bluegrass Brothers books. This book was no exception. I can't wait to read the next books in line. I hear the author is writing Cy's books. So excited!,"07 16, 2013",A1HS27Y2UP3CJ0,Amazon Customer,Wonderful,1373932800,0.0,False,5.0
610292,B00ED3TGMS,"[0, 0]",4,"While reading, I could easily imagine myself sitting on a lakeside porch overlooking the Finger Lakes. But the actual story behind this beautiful setting is less than idyllic. Young and beautiful Manda faces two very difficult life challenges: abuse and alcohol addiction. Her full college scholarship has been pulled back, forcing her to endure and tolerate horrific living conditions. After spending the night in her car, Joel, her wealthy and handsome boss, takes her under his wing and sets her on the path to recovery. What follows is a realistic and inspiring account of Manda's journey through each step of AA's twelve-step program.An excellent debut to the Lakeside Porches Series.","08 29, 2013",A92JFLGYDPSKC,Joanne Guidoccio Joanne Guidoccio,Realistic and Inspiring,1377734400,0.0,False,4.0
22070,B003VPA02O,"[0, 0]",3,"A Marriage of Convenience was a feel good love story with likeable characters and an adorable little boy. What started out as a one night stand turned into a HEA. One accidental touch was all it took for Ayanna and Michael to become lovers at least for that one night. They find each other after a few years and he learns he has a son, from this point on their love story starts to bloom. The only con I have is that the misunderstanding they had was not fully addressed and resolved. Other than that I enjoyed reading this story and will probably re-read it again at some point.","03 26, 2012",A77QYMFXUC4I,crimsonfoxx,Nice Love Story,1332720000,0.0,False,3.0
859367,B00IY5RIXA,"[0, 0]",5,I like this book. There is slot of inter thoughts going on and not much dialogue between anyone but other wise a good book.,"07 1, 2014",A33YHG38QGS7MI,Teresa Boswell,Good book,1404172800,0.0,False,5.0
296357,B0095MLLT8,"[0, 1]",3,"A murder mystery set in Hawaii. Part of the series, The Islands of Aloha Mysteries, the book can stand alone as previous escapades are adequately explained. A fun book to read.","12 6, 2013",A1UPRXXTKHCA5,Joni Kimsey,Obama's of the Tiger,1386288000,0.0,True,3.0
71279,B0050PJZLK,"[1, 1]",5,"I looked very hard for something to complain about in this book, but turned out to be disappointed. But not with the book itself, not when it was really great fun.","05 29, 2013",AGHCHSSFI3YAI,Sharon Green,Go for it,1369785600,1.0,True,5.0
234361,B0085ZL9DO,"[0, 0]",5,Mountain Woman: Snake River Blizzard is the Kate McAlister Adventure 4. This is a exciting and adventurous western that is so enjoyable. Strong female heroine matched by a loving and devoted husband/partner. This is a great reading series. I am a big fan of westerns. This series is definitely a keeper for me!,"09 19, 2012",A2YK6QUCHOC235,TheBluelady Vulkonschild,Kate McAlister Adventure 4,1348012800,0.0,False,5.0
541986,B00D5BEEAS,"[4, 4]",5,I have to say this is the first historical erotica I have ever read and what a hot piece it was. It started with such a sweetness and started to smolder until it was a hot burn. Christian was such a cold fish to Violet that you would never guess that they he even knew her as his sister's friend let alone his fianceacute. Violet comes up with a plan to make sure that Christian is really even aware that she is a woman and that he is anywhere near even liking her let along loving her. Let me tell you do they figure it out. I have to say this was a very fun way to take an erotica and it was not over the top either which to me made it hotter.,"07 2, 2013",A2YOAV9HC8HNMB,Amazon Customer Reader,BARING IT ALL (A NOVELLA),1372723200,1.0,True,5.0
926571,B00K9OOELS,"[0, 0]",4,"Well-written, past paced with a ton of action, there was never a dull moment. This one had me hooked from the first paragraph!! Kayla was such a real and relatable character, even though her life was nothing like anyone I've ever known. She was raised on the run, never staying in the same place for more than a few days. She had no structure, no one in her life except her Mother and the Bounty Hunter chasing after them. Enter Shaun, the bounty hunter in training. Broody, cocky and oh so sexy, Shaun has the bright idea of cuffing himself to Kayla so she can't escape. Being attached to someone while being chased and shot at is not fun for either of them, especially when they don't trust each other. But the longer they're together, the closer they get and Kayla starts to forget all of the rules of a good con artist. It's a great read if you're looking for something a little different than the usual angst-filled New Adult books out there.","06 16, 2014",A3O7JG8PK0P65V,Adrian SBC,I was hooked from the first page!,1402876800,0.0,False,4.0
238334,B00884Q20W,"[0, 0]",3,"This story drags on with a lot of ~I'm fat, you're fat, eat something, I'm a virgin ~blah ,blah, blah.  Es seems very imature all because she has a few extra pounds on her.  The author makes size 16 seem obesely fat and it's just not.Tge story holds lots of mistakes and some details that don't add up.  One is when Estella returns home at 5 am and sees moo is not home.  She locks and chains the door and goes to bed.  How can moo then wake her if the door is chained?All over its ok to read but aggravating in parts","02 12, 2014",A1FC6HS3ZG9MXF,crystal,ok,1392163200,0.0,False,3.0
163070,B006VFLJ4Y,"[0, 0]",4,"Typical Patterson and the Women's Murder Club. I didn't realize this was a preview, so I really enjoyed it and will have to buy to finish!","05 17, 2014",AX1KVQIZDRK6J,woodfords,Great preview!,1400284800,0.0,False,4.0
560574,B00DJ9J6CW,"[4, 4]",5,If you have Rosacea you know how embarrassing it can be to do almost everything! I found this book to be particularly helpful and it had great information that I really hadn't found elsewhere. I'm grateful to see the treatments explained in this book.,"07 11, 2013",AP6FTUMTLD5KE,Isabel Cristina,Absolutely helpful,1373500800,1.0,True,5.0
351341,B00A6YW4BI,"[0, 1]",3,"Still pretty good, fun and great characters, but I just didn't connect as easily with the two main characters. I tried, but ultimately, this just couldn't compare to the first in the series.","01 12, 2013",A2PMVL4ZRF8PGF,NaomiG,Not as good as Dante's Girl,1357948800,0.0,True,3.0
815627,B00I87GA2O,"[0, 0]",5,It was short but to the poont. It shed light on what happened in between alex dying and seeing her father.,"07 20, 2014",A1N65H0SS5GKVF,sandra,enlightening,1405814400,0.0,False,5.0
517913,B00COC7ZI2,"[0, 0]",5,I enjoyed these stories primarily because there characters with feeling comparable to our daily lives. Yes there were a lot of erotic scenes but there was intimacy which is important to me.,"12 30, 2013",A3HMDY441A9U,G,Hot with good stories,1388361600,0.0,False,5.0
601542,B00E8OQ9R2,"[1, 1]",5,I loved this series! So glad it wrapped up in 2 books! Def a mist read for this year!! Awesome!,"10 24, 2013",AOWH607EK3VR7,Lauramasoduq,wonderful conclusion,1382572800,1.0,True,5.0
775510,B00HLPNH84,"[1, 2]",2,"This story is about a stupid girl who thinks that her baseball playing boyfriend that sees her about once every 4 months for a booty call is in love with her.  He comes to town and the first thing he does is strip her down and take her to bed.  This is love?  Even for a girl in the Carolina's this is stupid. Thinking it might get better, I continued to read.So, he quits baseball playing and decides to coach a team in Montana.  He is going to be living there and he wants her to come visit on occasion.  I guess when none of the local girls will sleep with him.  Deciding to surprise lover boy she starts across country in a beat up car to visit.  Of course the car breaks down and she has little money, etc. and her calls to him are unanswered but she is determined to continue on.  Even a moron can see what is going on here.Finally after sending him a text she gets a rather crude answer back and she figures it is one of his buddies playing a trick.  Really?  He finally calls after days of not answering her calls.  then she tells him she is going to visit just doesn't tell him how close she is.  He tells her it is not a good time and basically hangs up on her.  Still no clue Einstein?  I just got so sick of this girl and her life that I quit reading.  How could anyone with 1/2 a brain be so stupid and settle for so little?  I don't get it.  this one is definitely not for me.","05 25, 2014",A2UNMDJYXPEQZ3,Gatorfan,Not for me,1400976000,0.5,True,2.0
553387,B00DEPR27C,"[0, 0]",5,A great superhero story with an unlikely hero. Many hero books use the same old method of a boy coming into his powers. I love this story because the hero has a unique way to overcome his limitations w/o using cliche writing tropes. And if you start thinking Batman--think again!Great action. Fun adventure. Excellent story.,"06 15, 2013",A1V1LRX5FCYV8X,Amazon Customer,Fun fun fun!,1371254400,0.0,False,5.0
514935,B00CMWAS92,"[1, 1]",5,"I really enjoyed reading this novel. Its language is smart and elegant, but what I liked most is how the author combined a traditional crime story plot with such unconventional main characters. They are not your avarage heroes! Recommended.","06 18, 2013",A3QW9MB8ML6A49,Lucia,Smart!,1371513600,1.0,True,5.0
741938,B00H0V069M,"[0, 0]",5,"Play is the second book to the Stage Dive series from Kylie Scott and it definitely was one book that kept me from sleeping.  I think I8217m still recovering from staying up two nights in a row to finish this book.  If I didn8217t have prior commitments I probably would8217ve finished this book in one night, but unfortunately I didn8217t want to be a zombie the next morning.  (This mama has to chase after a toddler during the day) Once I started reading Play, I had a hard time putting down my dang Kindle.  One reason was because I fell head over heels for Malcolm (aka Mal8230the sexy drummer to Stage Dive).  Ever had that one character that captured your heart the minute he came in the story without the author really describing him?  Yeah8230Mal is definitely that character.  The minute he started talking was the minute I fell for his charm8230or should I say humor.Anne Rollins is introduced first in the story and she definitely hasn8217t had it easy.  Her life consisted of taking care of her little sister due to her mom not wanting to be apart of raising them, and then taking care of everyone else she comes in contact with.  She tends to have people take her for granted.  The poor girl though has no one there to tell her otherwise and she8217s way too nice. I wanted to slap her a couple of times for doing things she shouldn8217t for people who obviously used her.  She has her own roommate walk out on her, her boss use her for hours, and several other incidents that happen in the book that I do not want to give away.  The poor girl needed someone to kick her in the butt or make life be more fun for her.In comes the sexy drummer of Stage Dive, Mal who will make you laugh, smile, blush, and curse all at the same time.  He had me laughing up a storm constantly in this book.  The boy says the craziest things though at the best times.One of my favorite scenes is when Mal is drunk and his fellow bandmate, David tried to shut him up.There8217s also several other scenes, one where Mal talks to Anne (but not really her8230LOL..Let8217s just say it8217s a body part )  Yeah, you will have to read the book for this one.Mal ends up meeting Anne when he overhears her at a party talking to her boss.  He8217s going to change Anne8217s world and make it much better (or you may find it kind of stalking or going crazy a bit8230it all depends on how you take it as a reader).  To me, Mal came in and saved the day for Anne.  He made her more fun and she made him open more at the end.  I loved him and he8217s going on my long list of favorite book boyfriends now.  (Shhh8230don8217t tell the hubs)Mal and Anne are steamy together and both of have their own problems they are dealing with.  Anne is able to understand quickly what she needs to fix, but Mal has a hidden secret that Anne tries to pry out of him the minute they make a deal to help each other.  She knows something is wrong and so does the rest of the bandmates, but Mal is determined to keep it hidden or at least try to accept it on his own.Kylie does a fantastic job on keeping my interest throughout the story for these two characters and also the secondary ones.  We have the previous characters in the story and the other bandmates.  We also have Anne8217s friends constantly throughout the book and her sister.  Her sister is quite a character and I have a feeling she8217ll show up again later on in another book.I look forward to reading the rest of the bandmates stories because I8217m now officially addicted to this fictional band.  It also helps when Kylie makes several scenes very steamy between the characters.  (Is it getting hot in here8230kind of feeling when you read the scenes) This is a New Adult Contemporary Romance book that has way more steamy scenes compared to other books I8217ve read in this genre.Another warning though, if you read this book in public be prepared for people staring at you.  There is no way you will be able to hide your giggles and your smiles from Mal8217s crazy personality.  Thank goodness I read this book in the comfort of my home and when everyone slept.I give this book 5 full moons and highly recommend it to readers out there that enjoy rock star romance books and the New Adult/Contemporary Romance genre.Oh one more thing8230that will get you worked up about Mal is when Kylie describes him in detail, especially when he8217s beating on his drum set and how Anne sees him from her perspective.  (*sigh*)I received a complimentary copy of the book from Netgalley in exchange for an honest review.","03 25, 2014",AYBEJU262YVYY,FranJessca [at] Book Lovin' Mamas,5 stars - Play by Kylie Scott,1395705600,0.0,False,5.0
741865,B00H0V069M,"[0, 0]",5,"Originally reviewed at Red Hot Books [...]Sometimes a book comes along that make you feel giddy. Giddy is a wonderful feeling, especially when you are a person not prone to feeling that way. Giddiness is infectious 8211 you want everyone to feel the wonderful way you feel. I am going on record that this book with make you giddy. It will make you smile and snort with laughter.Anne Rollins is having a crappy day to add to her not so wonderful life when she comes home to find her roommate took off with a significant chunk of her money and furniture and on the hook for the bills and rent.Her neighbor Lauren wants her to go to a party at her best friend Evelyn8217s apartment the same Evelyn that happens to be married to Stage Dive8217s lead singer, David. Anne initially balks at hanging with the band that had been plastered on her walls growing up but decides to forget about her problems for a night.A moment on the balcony to take a call has Anne meeting Malcom Ericson, the drummer for Stage Dive. Mal takes an instant liking to Anne and resolves to insert himself into her life8230starting with moving in to her apartment. Mal needs a pretend girlfriend to make his Mom happy even though he refuses to share exactly why. Anne rolls with it because she needs a roomie and she knows she8217d be stupid to pass up the opportunity to actually live with musician she was all dreamy over.This couple is the embodiment of the old saying that there8217s a match for everyone. There is an immediate chemistry mainly because Anne sees Mal8217s antics as adorable rather than annoying. I can see how some readers may feel like Mal8217s hyperactive one-liners get tiresome, but I just found it charming. Anne is a nice foil for Mal because while she is the steadying force in the relationship, she8217s every bit as playful as he is, although in an understated way.Kylie Scott does a great job of balancing the silliness with real emotion. Anne has had a rather rough go at life and Mal is dealing with some heavy family issues. The couple transitions effortlessly to an affectionate friendship to a deeper relationship with relative ease. The few roadblocks that are thrown their way seem natural to the story and overcome in a mature way.This novel was a welcome change of pace from the more emotional books I usually read and a perfect addition to the Stage Dive series. Can8217t wait for Jimmy8217s book (he falls for his sober coach)!Rating: B+","05 12, 2014",A85N1G9TBX8YV,Carrie B Rotten Banana,Mal makes me giddy!,1399852800,0.0,False,5.0
669933,B00FJBIG38,"[0, 0]",4,I read this book in one sitting! I simply could not put it down. I loved the main characters. It is fast paced and well written. There is a sequel coming out next year and it is definitely on my book wish list.,"10 26, 2013",A0OUAXHU4J4J,Eloise Robbertze,Unputdownable!,1382745600,0.0,False,4.0
663163,B00FFLU4LE,"[1, 1]",3,I enjoyed this book. Would have liked it better if it had been longer.  Some of the editing could have been better,"12 4, 2013",A26XCVE3ZEG3EA,Denise,Nice start to series,1386115200,1.0,True,3.0
151388,B006M3Y9ME,"[0, 1]",4,"Awww! Such a sweet story, like taking a bite out of a warm fudge brownie. All sweet goodness, but a bit of nuts to add to the mix of wonderful. Well written, not completely unbelievable and great dialog. Ohhh, and the sex scenes a nice added touch, like the nuts in the brownie!","08 18, 2012",A3IT9Z7O9IK7BM,Shirley Quinones,Sweet!,1345248000,0.0,True,4.0
332528,B009V0GQRQ,"[3, 3]",5,"Women of Power is the story of a young female bond servant who ends up a Qi'Advisor.  Nisha is trained for years in how to develop her Qi (internal energy)and how to use it. Nisha becomes one of the most powerful users of Qi on her world.  A Qi'Advisor is a person who is neither for you or against you, instead she must remain totally neutral.  No matter what the situation is she refuses to take sides.  She listens to your war plans or any plan, then points out the good or bad elements of the plan and what the end result might be.  She is perceived as a cold unfeeling person who would help the enemy just as quickly as she helps her own people.  On her first assignment she is thrown in the middle of a war between desert dwellers and the Dukedoms of her world.  Because she refuses to takes a side in the conflict (because a Qi'Advisor never takes sides) she is accused to being a traitor, uncaring and without her advise without merit.  Women of Power is a very enjoyable book with solid characters who you can like or hate.","01 11, 2013",A29EEQGMQI7DM6,Twopony,Enjoyable book!,1357862400,1.0,True,5.0
394528,B00AU8688U,"[0, 0]",5,was definately excited to read Ms. Bennetts next book in the Broken Series. Very good read. sad to get to the end of the story but so happy for the events of the story! so so good,"01 5, 2013",A2XFNYXVB5OT7J,Amazon Customer,love!,1357344000,0.0,False,5.0
294449,B00950SRJ2,"[0, 0]",3,"This is a collection of short short stories with some common themes and style that come together well, reading it is much like reading a novella as opposed to story collection.This wasn't bad, but just didn't quite come together for me. I think it could use the input of a good editor. I saw much more potential in Tomov than I did in execution of story.Tomov has an interesting style and even more interesting view of the world. Despite a lower rating on this work, Future Gone did pique my interest enough that I hope to read a future work of Tomov someday. He has a potentially bright future.","09 12, 2013",A3SD49UNW3CKAP,giggs,Interesting work from Tomov,1378944000,0.0,False,3.0
684100,B00FVFT7YO,"[0, 0]",5,"I have always been a fan of NLP and self help techniques and was naturally drawn to this book. Affirmations are a powerful thing and can be used in so many ways to enrich your life. This book covers all aspects of positive affirmations, from what they are all the way to how to employ them. Your brain is easy to trick (look at all the commercials out there that make us buy stuff we normally would not buy) and with positive affirmations you can learn how to trick your brain into working harder for you.","01 23, 2014",A20KE9LWZT4IZ,Seth Voland,Great info.,1390435200,0.0,False,5.0
670309,B00FJFULYQ,"[1, 1]",5,This was a great story and I enjoyed reading this book. I can't wait to read the next book.  Very Good!!!,"01 8, 2014",A25VTFY6H1QKE9,Sharon Nolan,What Child is This,1389139200,1.0,True,5.0
